y_true,y_hat,date
25.0,25.72884,2023-02-15 17:11:31
0.0,0.0,2023-02-15 17:19:20
0.0,0.0,2023-02-15 17:19:56
0.0,0.0,2023-02-16 07:44:50
26.0,28.56044,2023-02-16 07:51:36
25.0,24.063616,2023-02-16 07:53:41
25.0,25.377655,2023-02-16 08:04:16
25.0,24.364128,2023-02-16 08:06:33
26.0,25.20416,2023-02-16 08:33:16
95.0,25.902943,2023-02-16 08:44:00
24.0,28.805107,2023-02-16 08:47:14
25.0,29.267159,2023-02-16 09:36:35
0.0,0.0,2023-02-16 09:44:19
26.0,30.38444,2023-02-16 09:45:04
25.0,18.518827,2023-02-16 09:46:47
25.0,24.89961,2023-02-16 09:51:56
25.0,43.83648,2023-02-16 09:55:27
26.0,28.201744,2023-02-16 09:57:29
25.0,25.000751,2023-02-16 10:00:40
0.0,0.0,2023-02-16 10:04:21
24.0,31.467,2023-02-16 10:05:06
25.0,22.135944,2023-02-16 10:06:47
26.0,23.372744,2023-02-16 10:12:50
31.0,38.962147,2023-02-16 10:16:20
25.0,27.38956,2023-02-16 10:18:28
26.0,23.548998,2023-02-16 10:21:38
0.0,0.0,2023-02-16 10:25:50
25.0,24.484821,2023-02-16 10:30:58
25.0,23.708681,2023-02-16 10:36:23
25.0,27.160084,2023-02-16 10:39:53
25.0,24.386444,2023-02-16 10:46:25
0.0,0.0,2023-02-16 10:50:08
25.0,24.721739,2023-02-16 11:09:22
25.0,23.690958,2023-02-16 11:16:00
25.0,28.01914,2023-02-16 11:27:03
26.0,25.012589,2023-02-16 11:30:14
0.0,0.0,2023-02-16 11:34:39
26.0,24.59697,2023-02-16 11:42:13
26.0,27.626013,2023-02-16 12:13:14
26.0,27.49039,2023-02-16 12:29:40
25.0,27.787188,2023-02-16 12:31:44
25.0,27.670834,2023-02-16 12:50:21
25.0,26.452593,2023-02-16 13:03:34
25.0,27.407078,2023-02-16 13:05:37
74.0,26.321003,2023-02-16 13:15:58
25.0,29.669441,2023-02-16 13:18:50
26.0,38.89449,2023-02-16 13:29:01
25.0,28.805893,2023-02-16 13:31:04
25.0,35.62549,2023-02-16 13:41:16
25.0,27.11076,2023-02-16 13:43:19
26.0,26.072739,2023-02-16 13:53:20
26.0,26.934887,2023-02-16 13:55:23
25.0,25.93252,2023-02-16 14:05:24
25.0,26.981297,2023-02-16 14:07:27
25.0,25.756685,2023-02-16 14:17:28
26.0,26.612951,2023-02-16 14:19:31
72.0,25.577362,2023-02-16 14:29:41
25.0,28.8268,2023-02-16 14:32:32
84.0,37.402004,2023-02-16 14:43:34
26.0,30.45778,2023-02-16 14:46:38
26.0,49.14326,2023-02-16 14:56:45
25.0,28.151917,2023-02-16 14:58:49
26.0,27.51206,2023-02-16 15:25:03
25.0,20.296713,2023-02-16 15:30:45
25.0,36.000496,2023-02-16 15:38:43
25.0,25.887669,2023-02-16 15:40:59
25.0,24.839447,2023-02-16 15:46:05
26.0,25.852222,2023-02-16 15:52:22
25.0,25.67288,2023-02-16 15:54:26
31.0,26.659698,2023-02-16 16:01:21
27.0,25.639849,2023-02-16 16:10:23
25.0,25.353832,2023-02-16 16:12:38
25.0,27.485209,2023-02-16 16:18:58
25.0,25.571962,2023-02-16 16:25:56
25.0,25.143127,2023-02-16 16:28:00
25.0,26.502872,2023-02-16 16:33:26
28.000002,24.873178,2023-02-16 16:40:44
25.0,25.104263,2023-02-16 16:42:54
26.0,25.559685,2023-02-16 16:49:01
24.0,24.853745,2023-02-16 16:55:23
25.0,25.009233,2023-02-16 16:57:25
26.0,25.099398,2023-02-16 17:02:30
24.0,24.208105,2023-02-16 17:08:52
25.0,24.559458,2023-02-16 17:10:54
24.0,24.756239,2023-02-16 17:17:10
0.0,0.0,2023-02-16 17:19:31
0.0,0.0,2023-02-17 06:58:41
26.0,23.679815,2023-02-17 07:05:44
25.0,23.232086,2023-02-17 07:07:47
26.0,24.682474,2023-02-17 07:18:05
60.999996,24.00668,2023-02-17 07:20:09
25.0,25.605219,2023-02-17 07:33:54
25.0,32.795437,2023-02-17 07:36:11
26.0,25.9318,2023-02-17 07:47:22
26.0,31.058416,2023-02-17 07:49:40
56.000004,0.0,2023-02-17 08:00:17
25.0,26.863558,2023-02-17 08:02:50
25.0,33.60088,2023-02-17 08:13:18
25.0,26.930546,2023-02-17 08:15:20
25.0,32.242504,2023-02-17 08:26:33
26.0,26.043724,2023-02-17 08:28:45
26.0,27.13995,2023-02-17 08:38:55
25.0,26.71797,2023-02-17 08:40:58
26.0,27.745419,2023-02-17 08:51:01
25.0,27.06296,2023-02-17 08:53:34
0.0,0.0,2023-02-15 06:54:14
25.0,26.110775,2023-02-15 07:01:05
25.0,22.409628,2023-02-15 07:03:11
26.0,25.88091,2023-02-15 07:13:41
25.0,23.027088,2023-02-15 07:15:46
26.0,25.655594,2023-02-15 07:26:05
24.0,25.592087,2023-02-15 07:28:09
25.0,26.187435,2023-02-15 07:38:47
25.0,25.784231,2023-02-15 07:40:50
48.0,26.330326,2023-02-15 07:52:11
25.0,27.668873,2023-02-15 07:54:37
25.0,25.939249,2023-02-15 08:33:18
25.0,28.95957,2023-02-15 08:41:38
0.0,0.0,2023-02-15 08:50:27
25.0,23.142435,2023-02-15 08:54:56
25.0,25.01323,2023-02-15 08:56:44
25.0,25.359474,2023-02-15 09:02:29
25.0,31.82272,2023-02-15 09:06:00
26.0,29.356367,2023-02-15 09:08:02
25.0,27.258858,2023-02-15 09:11:16
0.0,0.0,2023-02-15 09:14:53
25.0,25.983965,2023-02-15 09:15:39
25.0,25.278368,2023-02-15 09:51:39
26.0,31.098696,2023-02-15 09:57:14
62.0,28.913685,2023-02-15 09:59:18
0.0,0.0,2023-02-15 10:05:15
26.0,30.482319,2023-02-15 10:06:00
26.0,27.16172,2023-02-15 10:07:46
26.0,26.615961,2023-02-15 10:13:25
25.0,27.240139,2023-02-15 10:16:57
25.0,38.850773,2023-02-15 10:19:01
0.0,0.0,2023-02-15 10:27:45
25.0,30.993725,2023-02-15 10:28:30
25.0,29.341967,2023-02-15 10:30:16
25.0,26.883444,2023-02-15 10:35:49
25.0,27.225687,2023-02-15 10:39:21
25.0,36.188164,2023-02-15 10:41:25
26.0,27.089802,2023-02-15 11:04:00
31.0,28.621725,2023-02-15 11:06:04
26.0,30.225708,2023-02-15 11:31:47
0.0,0.0,2023-02-15 11:41:22
25.0,31.582125,2023-02-15 11:42:18
25.0,28.585619,2023-02-15 11:44:02
26.0,26.464787,2023-02-15 11:52:07
25.0,27.502184,2023-02-15 11:55:42
25.0,30.008972,2023-02-15 11:57:45
26.0,28.889313,2023-02-15 12:01:31
0.0,0.0,2023-02-15 12:07:31
26.0,28.134499,2023-02-15 12:18:36
25.0,26.727175,2023-02-15 12:24:25
26.0,27.433708,2023-02-15 12:28:09
25.0,28.426678,2023-02-15 12:30:13
25.0,29.228912,2023-02-15 12:33:28
25.0,27.075882,2023-02-15 13:23:45
24.0,29.094204,2023-02-15 13:31:42
0.0,0.0,2023-02-15 13:35:19
25.0,30.475357,2023-02-15 13:36:04
0.0,0.0,2023-02-15 15:30:30
26.0,24.576466,2023-02-15 15:36:52
25.0,25.460075,2023-02-15 15:38:55
24.0,20.842457,2023-02-15 15:44:11
26.0,25.103283,2023-02-15 15:50:29
48.0,24.56697,2023-02-15 16:00:08
25.0,25.957663,2023-02-15 16:08:04
26.0,25.168013,2023-02-15 16:10:12
38.0,31.196255,2023-02-15 16:15:56
25.0,25.503275,2023-02-15 16:22:53
25.0,25.11013,2023-02-15 16:25:16
26.0,25.151852,2023-02-15 16:42:18
26.0,24.910921,2023-02-15 16:44:21
25.0,30.48064,2023-02-15 16:52:55
26.0,24.871105,2023-02-15 17:00:26
25.0,24.736572,2023-02-15 17:02:39
39.0,26.799854,2023-02-15 17:08:23
45.0,25.066326,2023-02-15 17:15:08
0.0,0.0,2023-02-15 17:19:37
0.0,0.0,2023-02-15 17:24:19
0.0,0.0,2023-02-15 17:24:56
0.0,0.0,2023-02-16 07:48:57
26.0,31.441677,2023-02-16 07:57:36
26.0,23.18277,2023-02-16 07:59:41
25.0,24.418741,2023-02-16 08:25:24
25.0,28.922197,2023-02-16 08:40:26
25.0,31.363625,2023-02-16 08:50:38
25.0,27.807625,2023-02-16 08:52:41
59.0,28.226738,2023-02-16 09:42:25
32.0,27.835321,2023-02-16 09:45:06
25.0,37.33963,2023-02-16 09:47:16
25.0,26.684494,2023-02-16 09:50:29
0.0,0.0,2023-02-16 09:54:49
25.0,24.262278,2023-02-16 09:55:33
25.0,20.41489,2023-02-16 09:57:15
26.0,25.424854,2023-02-16 10:03:14
25.0,28.190697,2023-02-16 10:06:45
25.0,35.572556,2023-02-16 10:08:49
26.0,25.38612,2023-02-16 10:12:00
0.0,0.0,2023-02-16 10:15:39
29.0,25.543005,2023-02-16 10:16:24
25.0,25.063644,2023-02-16 10:18:11
25.0,27.73808,2023-02-16 10:28:52
26.0,28.30783,2023-02-16 10:30:54
25.0,26.06383,2023-02-16 10:34:20
0.0,0.0,2023-02-16 10:38:00
25.0,26.915867,2023-02-16 10:43:25
25.0,26.259813,2023-02-16 11:00:07
30.0,28.409456,2023-02-16 11:07:26
25.0,26.285973,2023-02-16 11:11:01
0.0,0.0,2023-02-16 11:14:56
30.0,33.025566,2023-02-16 11:15:43
25.0,26.894459,2023-02-16 11:17:31
37.0,26.615059,2023-02-16 11:45:47
26.0,30.5598,2023-02-16 11:48:01
25.0,29.889145,2023-02-16 12:26:38
25.0,29.268675,2023-02-16 12:36:50
26.0,28.548664,2023-02-16 12:38:52
25.0,27.8904,2023-02-16 12:53:30
25.0,27.900028,2023-02-16 12:55:33
26.0,25.56374,2023-02-16 13:06:50
25.0,27.72227,2023-02-16 13:11:41
25.0,25.627148,2023-02-16 13:21:44
25.0,27.303768,2023-02-16 13:23:46
25.0,25.337366,2023-02-16 13:33:55
25.0,27.018972,2023-02-16 13:36:00
26.0,24.909424,2023-02-16 13:46:37
25.0,26.7743,2023-02-16 13:48:40
25.0,25.151178,2023-02-16 13:58:54
25.0,26.491243,2023-02-16 14:00:58
25.0,24.831001,2023-02-16 14:11:28
25.0,26.447184,2023-02-16 14:13:30
26.0,24.3619,2023-02-16 14:23:43
26.0,26.122776,2023-02-16 14:25:46
25.0,24.259523,2023-02-16 14:36:59
26.0,25.97669,2023-02-16 14:39:01
25.0,23.837744,2023-02-16 14:49:34
25.0,25.753693,2023-02-16 14:51:37
26.0,25.165047,2023-02-16 15:16:24
25.0,22.976799,2023-02-16 15:27:57
26.0,25.166685,2023-02-16 15:30:00
24.0,20.444916,2023-02-16 15:36:31
24.0,23.401678,2023-02-16 15:43:00
25.0,25.171272,2023-02-16 15:45:04
26.0,25.225504,2023-02-16 15:50:19
27.0,23.42957,2023-02-16 15:56:48
25.0,24.859695,2023-02-16 16:00:43
27.0,27.362688,2023-02-16 16:09:17
25.0,23.42468,2023-02-16 16:17:15
26.0,24.573006,2023-02-16 16:19:31
25.0,27.397476,2023-02-16 16:25:40
25.0,23.233679,2023-02-16 16:32:17
25.0,24.470886,2023-02-16 16:34:20
25.0,26.709707,2023-02-16 16:40:22
54.0,22.93661,2023-02-16 16:46:48
25.0,25.07275,2023-02-16 16:49:25
25.0,25.997038,2023-02-16 16:54:37
25.0,28.851461,2023-02-16 17:00:50
25.0,24.19035,2023-02-16 17:02:55
25.0,24.618528,2023-02-16 17:08:08
16.0,27.294817,2023-02-16 17:14:41
0.0,0.0,2023-02-16 17:17:18
0.0,0.0,2023-02-16 17:22:20
0.0,0.0,2023-02-16 17:22:57
0.0,0.0,2023-02-17 07:03:10
25.0,21.741272,2023-02-17 07:15:10
26.0,21.855217,2023-02-17 07:26:59
25.0,22.196983,2023-02-17 07:29:02
24.0,22.490376,2023-02-17 07:39:31
26.0,26.012075,2023-02-17 07:41:55
26.0,24.561771,2023-02-17 07:52:41
25.0,26.70141,2023-02-17 07:55:25
25.0,24.92246,2023-02-17 08:06:34
25.0,26.825434,2023-02-17 08:08:37
26.0,25.421946,2023-02-17 08:18:56
25.0,27.023157,2023-02-17 08:21:00
25.0,25.799904,2023-02-17 08:32:23
25.0,27.35394,2023-02-17 08:34:28
26.0,25.740717,2023-02-17 08:44:39
25.0,27.630411,2023-02-17 08:46:42
26.0,28.169857,2023-02-17 09:32:54
27.0,23.702015,2023-02-17 09:36:36
0.0,0.0,2023-02-17 09:41:51
25.0,20.93312,2023-02-17 09:53:04
26.0,24.330282,2023-02-17 09:59:19
25.0,28.807821,2023-02-17 10:23:58
26.0,24.421133,2023-02-17 10:27:09
0.0,0.0,2023-02-17 10:30:49
25.0,24.329546,2023-02-17 10:31:34
25.0,23.264807,2023-02-17 10:33:15
25.0,25.40422,2023-02-17 10:38:22
26.0,26.297943,2023-02-17 10:41:53
26.0,28.75145,2023-02-17 10:43:56
25.0,24.388676,2023-02-17 10:47:50
0.0,0.0,2023-02-17 10:52:10
25.0,25.907988,2023-02-17 10:53:15
25.0,26.11449,2023-02-17 10:54:59
25.0,24.967981,2023-02-17 11:01:19
24.0,26.365517,2023-02-17 11:04:50
26.0,28.527676,2023-02-17 11:06:52
27.0,23.700489,2023-02-17 11:10:04
0.0,0.0,2023-02-17 11:13:49
25.0,30.486244,2023-02-17 11:14:34
37.0,25.942148,2023-02-17 11:16:16
41.0,25.100807,2023-02-17 11:22:46
26.0,26.640804,2023-02-17 11:26:32
26.0,28.565102,2023-02-17 11:28:35
25.0,23.978294,2023-02-17 11:32:10
0.0,0.0,2023-02-17 11:35:57
25.0,30.405699,2023-02-17 11:36:43
25.0,28.75906,2023-02-17 11:38:25
25.0,31.057064,2023-02-17 11:44:09
25.0,26.827135,2023-02-17 11:47:39
26.0,28.26162,2023-02-17 11:49:44
43.0,23.82764,2023-02-17 11:52:56
0.0,0.0,2023-02-17 11:56:54
25.0,27.089544,2023-02-17 12:03:55
26.0,28.222662,2023-02-17 12:09:24
26.0,25.730402,2023-02-17 12:12:56
26.0,27.92809,2023-02-17 12:14:59
25.0,29.369751,2023-02-17 12:18:12
0.0,0.0,2023-02-17 12:21:52
25.0,29.805613,2023-02-17 12:22:38
25.0,25.302668,2023-02-17 12:24:22
31.0,23.983768,2023-02-17 12:29:35
26.0,25.828897,2023-02-17 12:33:12
25.0,27.617838,2023-02-17 12:35:15
25.0,27.368584,2023-02-17 12:38:28
0.0,0.0,2023-02-17 12:42:37
25.0,29.717548,2023-02-17 12:43:34
26.0,24.951782,2023-02-17 12:46:11
26.0,25.984144,2023-02-17 12:51:32
25.0,25.854675,2023-02-17 12:55:03
25.0,27.085905,2023-02-17 12:57:06
24.0,23.433363,2023-02-17 13:00:18
0.0,0.0,2023-02-17 13:04:21
25.0,28.870634,2023-02-17 13:05:06
25.0,24.75207,2023-02-17 13:06:49
83.0,25.214272,2023-02-17 13:12:16
26.0,27.412794,2023-02-17 13:16:51
26.0,26.143213,2023-02-17 13:18:54
26.0,23.25711,2023-02-17 13:22:06
0.0,0.0,2023-02-17 13:25:43
25.0,28.589928,2023-02-17 13:26:27
26.0,24.414495,2023-02-17 13:28:10
26.0,42.949097,2023-02-17 13:33:41
25.0,27.579777,2023-02-17 13:37:49
26.0,26.201063,2023-02-17 13:39:51
25.0,23.68855,2023-02-17 13:43:04
0.0,0.0,2023-02-17 13:46:40
25.0,27.935997,2023-02-17 13:47:25
24.0,23.98806,2023-02-17 13:49:09
25.0,36.63691,2023-02-17 13:54:35
25.0,24.081566,2023-02-17 13:58:07
26.0,25.594547,2023-02-17 14:00:10
25.0,23.671967,2023-02-17 14:03:22
0.0,0.0,2023-02-17 14:07:19
25.0,27.327682,2023-02-17 14:08:04
25.0,23.310492,2023-02-17 14:09:46
25.0,22.790838,2023-02-17 14:14:58
25.0,23.240625,2023-02-17 14:18:29
25.0,25.24364,2023-02-17 14:20:32
25.0,23.524654,2023-02-17 14:23:44
0.0,0.0,2023-02-17 14:27:20
25.0,26.925419,2023-02-17 14:28:05
25.0,23.073057,2023-02-17 14:29:48
25.0,22.129295,2023-02-17 14:34:57
26.0,22.976202,2023-02-17 14:38:28
26.0,24.64992,2023-02-17 14:40:31
26.0,23.536398,2023-02-17 14:43:44
0.0,0.0,2023-02-17 14:47:21
25.0,26.130102,2023-02-17 14:48:06
24.0,23.046732,2023-02-17 14:49:48
25.0,21.75037,2023-02-17 14:54:54
25.0,22.85875,2023-02-17 14:58:25
26.0,24.42781,2023-02-17 15:00:28
25.0,23.794466,2023-02-17 15:03:43
9.0,0.0,2023-02-17 15:07:24
25.0,22.969433,2023-02-17 15:14:57
25.0,21.398062,2023-02-17 15:20:08
25.0,22.278633,2023-02-17 15:23:41
25.0,23.690788,2023-02-17 16:00:43
25.0,23.483465,2023-02-17 16:03:56
0.0,0.0,2023-02-17 16:08:08
25.0,24.986706,2023-02-17 16:08:53
25.0,22.95787,2023-02-17 16:10:37
25.0,20.495255,2023-02-17 16:17:04
25.0,20.612951,2023-02-17 16:20:42
25.0,23.257448,2023-02-17 16:22:46
25.0,20.576065,2023-02-17 16:27:59
25.0,20.700762,2023-02-17 16:34:15
25.0,22.895971,2023-02-17 16:36:19
24.0,24.165956,2023-02-17 16:41:26
25.0,21.044317,2023-02-17 16:47:58
25.0,22.627306,2023-02-17 16:50:01
26.0,25.790655,2023-02-17 16:55:20
25.0,21.175001,2023-02-17 17:02:00
25.0,22.211344,2023-02-17 17:04:04
24.0,25.677273,2023-02-17 17:10:00
23.0,21.123302,2023-02-17 17:16:37
0.0,0.0,2023-02-17 17:18:34
0.0,0.0,2023-02-17 17:23:28
0.0,0.0,2023-02-17 17:25:00
59.0,27.849567,2023-02-20 10:50:43
0.0,30.255974,2023-02-20 10:56:09
0.0,26.374847,2023-02-20 10:59:21
0.0,0.0,2023-02-20 11:00:57
0.0,24.775171,2023-02-20 11:03:59
35.0,22.053455,2023-02-20 11:17:08
25.0,23.51707,2023-02-20 11:18:30
0.0,35.269287,2023-02-20 11:20:08
0.0,17.90394,2023-02-20 11:24:41
0.0,19.320377,2023-02-20 11:27:39
0.0,0.0,2023-02-20 11:29:09
0.0,18.801754,2023-02-20 11:32:39
0.0,0.0,2023-02-20 11:35:55
25.0,25.32623,2023-02-20 11:36:44
0.0,28.328148,2023-02-20 11:38:21
0.0,10.9212475,2023-02-20 11:43:37
0.0,17.266563,2023-02-20 11:46:34
25.0,17.479237,2023-02-20 11:49:05
25.0,16.641705,2023-02-20 11:52:26
0.0,0.0,2023-02-20 11:56:05
25.0,29.228958,2023-02-20 11:57:12
25.0,20.558613,2023-02-20 11:58:55
25.0,11.707147,2023-02-20 12:04:57
26.0,17.205896,2023-02-20 12:08:37
25.0,22.560335,2023-02-20 12:10:40
25.0,22.279245,2023-02-20 12:13:55
0.0,0.0,2023-02-20 12:18:59
25.0,24.394764,2023-02-20 13:10:43
25.0,19.023876,2023-02-20 13:15:54
26.0,22.379963,2023-02-20 13:19:25
26.0,26.211666,2023-02-20 13:22:23
55.0,26.076603,2023-02-20 13:25:57
0.0,0.0,2023-02-20 13:30:01
25.0,28.696955,2023-02-20 13:30:45
25.0,26.562967,2023-02-20 13:32:27
25.0,24.766615,2023-02-20 13:37:37
25.0,26.247211,2023-02-20 13:41:07
25.0,26.252918,2023-02-20 13:43:10
25.0,34.274677,2023-02-20 13:46:21
0.0,0.0,2023-02-20 13:49:59
25.0,28.659891,2023-02-20 13:50:44
25.0,26.38017,2023-02-20 13:52:27
25.0,24.649113,2023-02-20 13:57:35
26.0,25.97806,2023-02-20 14:01:10
25.0,26.074223,2023-02-20 14:03:13
26.0,32.30721,2023-02-20 14:06:25
0.0,0.0,2023-02-20 14:10:01
25.0,28.88922,2023-02-20 14:10:46
25.0,26.481857,2023-02-20 14:12:31
25.0,24.667818,2023-02-20 14:18:03
26.0,25.94321,2023-02-20 14:21:33
26.0,25.718712,2023-02-20 14:23:38
25.0,26.644814,2023-02-20 14:26:52
0.0,0.0,2023-02-20 14:30:37
24.0,28.615042,2023-02-20 14:31:27
25.0,26.113544,2023-02-20 14:33:09
24.0,24.603115,2023-02-20 14:38:36
25.0,25.941822,2023-02-20 14:42:07
25.0,25.709358,2023-02-20 14:44:09
25.0,26.521793,2023-02-20 14:47:24
0.0,0.0,2023-02-20 14:51:22
25.0,28.040874,2023-02-20 14:52:07
25.0,25.959091,2023-02-20 14:53:53
25.0,24.216478,2023-02-20 14:59:03
25.0,25.477402,2023-02-20 15:02:34
26.0,25.028831,2023-02-20 15:04:49
25.0,21.791336,2023-02-20 15:10:08
25.0,24.18787,2023-02-20 15:53:04
26.0,25.254595,2023-02-20 15:58:16
25.0,25.071932,2023-02-20 16:04:41
25.0,23.486134,2023-02-20 16:06:44
26.0,27.060452,2023-02-20 16:11:52
25.0,24.789751,2023-02-20 16:19:08
26.0,23.147493,2023-02-20 16:21:10
26.0,27.025267,2023-02-20 16:26:21
25.0,24.448,2023-02-20 16:32:40
25.0,23.192688,2023-02-20 16:34:45
25.0,26.898745,2023-02-20 16:39:51
25.0,24.056976,2023-02-20 16:46:13
25.0,23.053514,2023-02-20 16:48:19
25.0,26.628538,2023-02-20 16:53:28
25.0,24.039082,2023-02-20 16:59:54
25.0,22.819778,2023-02-20 17:01:58
25.0,26.483557,2023-02-20 17:07:04
36.0,23.649818,2023-02-20 17:13:31
0.0,0.0,2023-02-20 17:15:41
0.0,0.0,2023-02-20 17:20:20
0.0,0.0,2023-02-20 17:20:57
